Start Date,End Date,County,State,Property Type,Median Sale Price,Median Sale Price MoM,Median List Price,Median List Price MoM,Median Price per Sqft,Median Price per Sqft MoM,Median List Price per Sqft,Median List Price per Sqft MoM,Homes Sold,Homes Sold MoM,Pending Sales,Pending Sales MoM,New Listings,New Listings MoM,Months of Supply,Months of Supply MoM,Median Days on Market,Median Days on Market MoM,Average Sale to List,Average Sale to List MoM,Sold Above List,Sold Above List MoM,Price Drops,Price Drops MoM,Off Market in Two Weeks,Off Market in Two Weeks MoM
2015-05-01,2015-05-31,Bergen County,NJ,All Residential,"$420,000.00",,"$475,000.00",,$234.59,,$261.89,,674,,874,,1730,,8,,69,,96.28%,,14.84%,,20.29%,0.00%,26.54%,
2015-05-01,2015-05-31,Bergen County,NJ,Condo,"$236,750.00",,"$475,000.00",,$254.56,,$261.89,,122,,95,,265,,8,,91,,95.33%,,10.66%,,17.28%,0.00%,16.84%,
2015-05-01,2015-05-31,Bergen County,NJ,Multi-Family (2-4 Unit),"$392,000.00",,"$475,000.00",,$180.96,,$261.89,,47,,53,,122,,9,,114,,95.29%,,17.02%,,17.10%,0.00%,26.42%,
2015-05-01,2015-05-31,Bergen County,NJ,Single Family Residential,"$461,000.00",,"$475,000.00",,$236.90,,$261.89,,494,,671,,1218,,7,,60,,96.61%,,16.40%,,22.26%,0.00%,28.61%,
2015-05-01,2015-05-31,Bergen County,NJ,Townhouse,"$426,000.00",,"$475,000.00",,$243.00,,$261.89,,32,,55,,125,,12,,72,,95.86%,,3.12%,,19.71%,0.00%,18.18%,
2015-06-01,2015-06-30,Bergen County,NJ,All Residential,"$435,000.00",3.57%,"$459,000.00",-3.37%,$246.81,5.21%,$257.28,-1.76%,1010,49.85%,886,1.37%,1546,-10.64%,5,-250.00%,42,-2700.00%,96.95%,0.66%,17.33%,2.49%,21.18%,0.89%,20.43%,-6.12%
2015-06-01,2015-06-30,Bergen County,NJ,Condo,"$240,000.00",1.37%,"$459,000.00",-3.37%,$248.16,-2.51%,$257.28,-1.76%,167,36.89%,139,46.32%,250,-5.66%,6,-240.00%,86,-500.00%,95.29%,-0.04%,7.19%,-3.47%,17.32%,0.04%,10.79%,-6.05%
2015-06-01,2015-06-30,Bergen County,NJ,Multi-Family (2-4 Unit),"$369,500.00",-5.74%,"$459,000.00",-3.37%,$182.10,0.63%,$257.28,-1.76%,61,29.79%,58,9.43%,124,1.64%,7,-170.00%,54,-6000.00%,96.99%,1.70%,29.51%,12.49%,15.58%,-1.53%,18.97%,-7.45%
2015-06-01,2015-06-30,Bergen County,NJ,Single Family Residential,"$469,900.00",1.93%,"$459,000.00",-3.37%,$252.43,6.56%,$257.28,-1.76%,726,46.96%,621,-7.45%,1056,-13.30%,5,-200.00%,35,-2500.00%,97.28%,0.68%,19.83%,3.44%,23.71%,1.45%,22.71%,-5.91%
2015-06-01,2015-06-30,Bergen County,NJ,Townhouse,"$491,500.00",15.38%,"$459,000.00",-3.37%,$257.18,5.84%,$257.28,-1.76%,64,100.00%,68,23.64%,116,-7.20%,6,-610.00%,49,-2300.00%,96.99%,1.13%,3.12%,0.00%,19.11%,-0.59%,20.59%,2.41%
2015-07-01,2015-07-31,Bergen County,NJ,All Residential,"$450,000.00",3.45%,"$429,000.00",-6.54%,$251.80,2.02%,$247.33,-3.86%,1145,13.37%,781,-11.85%,1209,-21.80%,4,-80.00%,45,300.00%,96.62%,-0.33%,17.64%,0.32%,20.41%,-0.76%,15.11%,-5.32%
2015-07-01,2015-07-31,Bergen County,NJ,Condo,"$277,500.00",15.62%,"$429,000.00",-6.54%,$274.49,10.61%,$247.33,-3.86%,159,-4.79%,124,-10.79%,233,-6.80%,6,30.00%,83,-300.00%,94.49%,-0.79%,8.18%,0.99%,16.97%,-0.35%,13.71%,2.92%
2015-07-01,2015-07-31,Bergen County,NJ,Multi-Family (2-4 Unit),"$392,500.00",6.22%,"$429,000.00",-6.54%,$184.66,1.40%,$247.33,-3.86%,76,24.59%,68,17.24%,92,-25.81%,5,-180.00%,105,5100.00%,94.64%,-2.35%,10.53%,-18.98%,15.83%,0.25%,16.18%,-2.79%
2015-07-01,2015-07-31,Bergen County,NJ,Single Family Residential,"$499,000.00",6.19%,"$429,000.00",-6.54%,$255.05,1.04%,$247.33,-3.86%,857,18.04%,537,-13.53%,813,-23.01%,4,-90.00%,39,400.00%,97.17%,-0.12%,20.19%,0.35%,22.30%,-1.40%,15.83%,-6.88%
2015-07-01,2015-07-31,Bergen County,NJ,Townhouse,"$450,000.00",-8.44%,"$429,000.00",-6.54%,$258.69,0.59%,$247.33,-3.86%,55,-14.06%,52,-23.53%,71,-38.79%,7,40.00%,45,-400.00%,96.95%,-0.04%,16.36%,13.24%,20.15%,1.04%,9.62%,-10.97%
2015-08-01,2015-08-31,Bergen County,NJ,All Residential,"$460,000.00",2.22%,"$430,000.00",0.23%,$249.83,-0.78%,$257.87,4.26%,989,-13.62%,605,-22.54%,1018,-15.80%,5,50.00%,51,600.00%,96.77%,0.15%,15.98%,-1.67%,17.38%,-3.04%,16.20%,1.09%
2015-08-01,2015-08-31,Bergen County,NJ,Condo,"$267,000.00",-3.78%,"$430,000.00",0.23%,$272.53,-0.71%,$257.87,4.26%,133,-16.35%,95,-23.39%,216,-7.30%,7,120.00%,80,-300.00%,94.98%,0.49%,4.51%,-3.66%,14.33%,-2.64%,12.63%,-1.08%
2015-08-01,2015-08-31,Bergen County,NJ,Multi-Family (2-4 Unit),"$395,000.00",0.64%,"$430,000.00",0.23%,$191.96,3.96%,$257.87,4.26%,71,-6.58%,45,-33.82%,80,-13.04%,5,20.00%,59,-4600.00%,97.21%,2.57%,30.99%,20.46%,14.57%,-1.26%,33.33%,17.16%
2015-08-01,2015-08-31,Bergen County,NJ,Single Family Residential,"$493,000.00",-1.20%,"$430,000.00",0.23%,$251.69,-1.32%,$257.87,4.26%,725,-15.40%,435,-18.99%,659,-18.94%,4,50.00%,45,600.00%,97.01%,-0.15%,16.83%,-3.36%,19.05%,-3.25%,15.63%,-0.20%
2015-08-01,2015-08-31,Bergen County,NJ,Townhouse,"$580,000.00",28.89%,"$430,000.00",0.23%,$260.49,0.69%,$257.87,4.26%,60,9.09%,30,-42.31%,63,-11.27%,6,-80.00%,53,800.00%,97.23%,0.28%,13.33%,-3.03%,17.07%,-3.09%,10.00%,0.38%
2015-09-01,2015-09-30,Bergen County,NJ,All Residential,"$412,000.00",-10.43%,"$449,000.00",4.42%,$242.70,-2.86%,$260.72,1.11%,826,-16.48%,560,-7.44%,1180,15.91%,6,100.00%,59,800.00%,97.60%,0.83%,8.96%,-7.02%,24.90%,7.52%,19.29%,3.09%
2015-09-01,2015-09-30,Bergen County,NJ,Condo,"$247,500.00",-7.30%,"$449,000.00",4.42%,$244.62,-10.24%,$260.72,1.11%,122,-8.27%,106,11.58%,208,-3.70%,8,40.00%,78,-200.00%,95.91%,0.93%,0.82%,-3.69%,21.64%,7.31%,16.04%,3.41%
2015-09-01,2015-09-30,Bergen County,NJ,Multi-Family (2-4 Unit),"$375,500.00",-4.94%,"$449,000.00",4.42%,$186.11,-3.05%,$260.72,1.11%,71,0.00%,38,-15.56%,74,-7.50%,5,-10.00%,77,1800.00%,96.06%,-1.15%,9.86%,-21.13%,18.59%,4.03%,18.42%,-14.91%
2015-09-01,2015-09-30,Bergen County,NJ,Single Family Residential,"$445,000.00",-9.74%,"$449,000.00",4.42%,$246.25,-2.16%,$260.72,1.11%,581,-19.86%,385,-11.49%,804,22.00%,5,120.00%,51,600.00%,98.02%,1.00%,11.02%,-5.81%,27.26%,8.21%,20.52%,4.89%
2015-09-01,2015-09-30,Bergen County,NJ,Townhouse,"$509,000.00",-12.24%,"$449,000.00",4.42%,$267.78,2.80%,$260.72,1.11%,54,-10.00%,31,3.33%,94,49.21%,7,100.00%,88,3500.00%,97.77%,0.54%,3.70%,-9.63%,24.23%,7.17%,16.13%,6.13%
2015-10-01,2015-10-31,Bergen County,NJ,All Residential,"$400,000.00",-2.91%,"$429,000.00",-4.45%,$247.56,2.00%,$255.44,-2.02%,830,0.48%,500,-10.71%,1095,-7.20%,6,-10.00%,65,600.00%,98.70%,1.11%,8.19%,-0.77%,30.43%,5.53%,19.40%,0.11%
2015-10-01,2015-10-31,Bergen County,NJ,Condo,"$250,000.00",1.01%,"$429,000.00",-4.45%,$283.04,15.71%,$255.44,-2.02%,169,38.52%,86,-18.87%,180,-13.46%,5,-250.00%,66,-1200.00%,98.23%,2.32%,2.96%,2.14%,29.42%,7.79%,8.14%,-7.90%
2015-10-01,2015-10-31,Bergen County,NJ,Multi-Family (2-4 Unit),"$365,000.00",-2.80%,"$429,000.00",-4.45%,$186.69,0.31%,$255.44,-2.02%,55,-22.54%,35,-7.89%,95,28.38%,7,180.00%,53,-2400.00%,98.15%,2.08%,14.55%,4.69%,17.44%,-1.15%,25.71%,7.29%
2015-10-01,2015-10-31,Bergen County,NJ,Single Family Residential,"$435,000.00",-2.25%,"$429,000.00",-4.45%,$247.56,0.53%,$255.44,-2.02%,560,-3.61%,349,-9.35%,742,-7.71%,5,10.00%,64,1300.00%,98.86%,0.84%,9.82%,-1.19%,32.80%,5.54%,20.63%,0.11%
2015-10-01,2015-10-31,Bergen County,NJ,Townhouse,"$553,750.00",8.79%,"$429,000.00",-4.45%,$265.10,-1.00%,$255.44,-2.02%,46,-14.81%,30,-3.23%,78,-17.02%,8,80.00%,90,200.00%,98.51%,0.75%,0.00%,-3.70%,30.19%,5.95%,30.00%,13.87%
2015-11-01,2015-11-30,Bergen County,NJ,All Residential,"$420,000.00",5.00%,"$425,000.00",-0.93%,$237.55,-4.05%,$244.81,-4.16%,684,-17.59%,415,-17.00%,750,-31.51%,7,90.00%,67,200.00%,98.77%,0.06%,7.89%,-0.30%,23.27%,-7.16%,14.94%,-4.46%
2015-11-01,2015-11-30,Bergen County,NJ,Condo,"$234,750.00",-6.10%,"$425,000.00",-0.93%,$247.25,-12.64%,$244.81,-4.16%,108,-36.09%,65,-24.42%,150,-16.67%,8,290.00%,85,1900.00%,98.56%,0.33%,2.78%,-0.18%,19.51%,-9.92%,9.23%,1.09%
2015-11-01,2015-11-30,Bergen County,NJ,Multi-Family (2-4 Unit),"$415,000.00",13.70%,"$425,000.00",-0.93%,$192.66,3.20%,$244.81,-4.16%,60,9.09%,21,-40.00%,57,-40.00%,6,-80.00%,56,300.00%,97.71%,-0.44%,5.00%,-9.55%,17.84%,0.39%,23.81%,-1.90%
2015-11-01,2015-11-30,Bergen County,NJ,Single Family Residential,"$440,100.00",1.17%,"$425,000.00",-0.93%,$237.78,-3.95%,$244.81,-4.16%,471,-15.89%,302,-13.47%,498,-32.88%,6,70.00%,64,0.00%,98.93%,0.08%,9.77%,-0.05%,25.01%,-7.79%,15.89%,-4.74%
2015-11-01,2015-11-30,Bergen County,NJ,Townhouse,"$552,450.00",-0.23%,"$425,000.00",-0.93%,$266.84,0.66%,$244.81,-4.16%,46,0.00%,27,-10.00%,45,-42.31%,7,-50.00%,101,1100.00%,98.82%,0.31%,4.35%,4.35%,27.35%,-2.84%,11.11%,-18.89%
2015-12-01,2015-12-31,Bergen County,NJ,All Residential,"$400,000.00",-4.76%,"$399,000.00",-6.12%,$239.84,0.97%,$242.92,-0.77%,844,23.39%,227,-45.30%,515,-31.33%,5,-150.00%,72,500.00%,98.36%,-0.41%,7.58%,-0.31%,20.82%,-2.44%,12.78%,-2.16%
2015-12-01,2015-12-31,Bergen County,NJ,Condo,"$285,000.00",21.41%,"$399,000.00",-6.12%,$269.61,9.04%,$242.92,-0.77%,146,35.19%,45,-30.77%,102,-32.00%,6,-250.00%,78,-700.00%,98.34%,-0.22%,0.68%,-2.09%,21.32%,1.81%,6.67%,-2.56%
2015-12-01,2015-12-31,Bergen County,NJ,Multi-Family (2-4 Unit),"$370,000.00",-10.84%,"$399,000.00",-6.12%,$186.91,-2.98%,$242.92,-0.77%,61,1.67%,10,-52.38%,47,-17.54%,6,10.00%,89,3300.00%,98.24%,0.53%,11.48%,6.48%,12.81%,-5.03%,40.00%,16.19%
2015-12-01,2015-12-31,Bergen County,NJ,Single Family Residential,"$425,000.00",-3.43%,"$399,000.00",-6.12%,$239.51,0.73%,$242.92,-0.77%,581,23.35%,149,-50.66%,339,-31.93%,5,-140.00%,68,400.00%,98.33%,-0.60%,9.29%,-0.47%,21.51%,-3.50%,12.75%,-3.14%
2015-12-01,2015-12-31,Bergen County,NJ,Townhouse,"$540,000.00",-2.25%,"$399,000.00",-6.12%,$268.61,0.66%,$242.92,-0.77%,57,23.91%,23,-14.81%,27,-40.00%,5,-210.00%,98,-300.00%,98.98%,0.16%,3.51%,-0.84%,25.63%,-1.72%,13.04%,1.93%
2016-01-01,2016-01-31,Bergen County,NJ,All Residential,"$399,000.00",-0.25%,"$419,900.00",5.24%,$238.46,-0.58%,$252.69,4.02%,638,-24.41%,89,-60.79%,880,70.87%,7,240.00%,84,1200.00%,98.63%,0.27%,6.74%,-0.84%,19.02%,-1.80%,17.98%,5.20%
2016-01-01,2016-01-31,Bergen County,NJ,Condo,"$250,000.00",-12.28%,"$419,900.00",5.24%,$269.80,0.07%,$252.69,4.02%,95,-34.93%,21,-53.33%,190,86.27%,10,430.00%,84,600.00%,97.99%,-0.35%,1.05%,0.37%,17.68%,-3.63%,14.29%,7.62%
2016-01-01,2016-01-31,Bergen County,NJ,Multi-Family (2-4 Unit),"$399,000.00",7.84%,"$419,900.00",5.24%,$167.88,-10.18%,$252.69,4.02%,60,-1.64%,7,-30.00%,71,51.06%,7,50.00%,77,-1200.00%,98.62%,0.38%,13.33%,1.86%,15.51%,2.70%,42.86%,2.86%
2016-01-01,2016-01-31,Bergen County,NJ,Single Family Residential,"$420,000.00",-1.18%,"$419,900.00",5.24%,$238.65,-0.36%,$252.69,4.02%,441,-24.10%,58,-61.07%,556,64.01%,7,230.00%,83,1500.00%,98.67%,0.34%,7.71%,-1.58%,19.44%,-2.07%,15.52%,2.77%
2016-01-01,2016-01-31,Bergen County,NJ,Townhouse,"$560,000.00",3.70%,"$419,900.00",5.24%,$270.34,0.64%,$252.69,4.02%,43,-24.56%,3,-86.96%,63,133.33%,8,250.00%,89,-900.00%,99.26%,0.28%,0.00%,-3.51%,26.53%,0.90%,33.33%,20.29%
2016-02-01,2016-02-29,Bergen County,NJ,All Residential,"$382,125.00",-4.23%,"$465,000.00",10.74%,$233.67,-2.01%,$261.23,3.38%,592,-7.21%,230,158.43%,1136,29.09%,8,90.00%,152,6800.00%,98.54%,-0.08%,6.59%,-0.15%,17.83%,-1.20%,15.22%,-2.76%
2016-02-01,2016-02-29,Bergen County,NJ,Condo,"$265,000.00",6.00%,"$465,000.00",10.74%,$252.22,-6.52%,$261.23,3.38%,101,6.32%,30,42.86%,208,9.47%,10,-30.00%,147,6300.00%,98.14%,0.15%,0.99%,-0.06%,18.41%,0.73%,6.67%,-7.62%
2016-02-01,2016-02-29,Bergen County,NJ,Multi-Family (2-4 Unit),"$390,000.00",-2.26%,"$465,000.00",10.74%,$188.30,12.16%,$261.23,3.38%,59,-1.67%,17,142.86%,93,30.99%,7,10.00%,149,7200.00%,99.24%,0.62%,11.86%,-1.47%,14.49%,-1.02%,29.41%,-13.45%
2016-02-01,2016-02-29,Bergen County,NJ,Single Family Residential,"$405,000.00",-3.57%,"$465,000.00",10.74%,$229.95,-3.65%,$261.23,3.38%,397,-9.98%,176,203.45%,753,35.43%,8,100.00%,147,6400.00%,98.47%,-0.20%,7.30%,-0.40%,18.15%,-1.29%,15.91%,0.39%
2016-02-01,2016-02-29,Bergen County,NJ,Townhouse,"$660,000.00",17.86%,"$465,000.00",10.74%,$266.26,-1.51%,$261.23,3.38%,35,-18.60%,7,133.33%,82,30.16%,10,230.00%,171,8200.00%,99.38%,0.11%,5.71%,5.71%,19.34%,-7.19%,0.00%,-33.33%
2016-03-01,2016-03-31,Bergen County,NJ,All Residential,"$406,000.00",6.25%,"$490,000.00",5.38%,$238.81,2.20%,$263.71,0.95%,729,23.14%,379,64.78%,1664,46.48%,7,-100.00%,143,-900.00%,97.55%,-1.00%,6.58%,-0.00%,22.21%,4.38%,19.79%,4.57%
2016-03-01,2016-03-31,Bergen County,NJ,Condo,"$238,000.00",-10.19%,"$490,000.00",5.38%,$262.99,4.27%,$263.71,0.95%,126,24.75%,61,103.33%,267,28.37%,8,-160.00%,168,2100.00%,97.29%,-0.85%,2.38%,1.39%,23.67%,5.26%,16.39%,9.73%
2016-03-01,2016-03-31,Bergen County,NJ,Multi-Family (2-4 Unit),"$365,000.00",-6.41%,"$490,000.00",5.38%,$186.41,-1.00%,$263.71,0.95%,54,-8.47%,28,64.71%,103,10.75%,8,90.00%,160,1100.00%,95.95%,-3.29%,7.41%,-4.46%,15.35%,0.86%,10.71%,-18.70%
2016-03-01,2016-03-31,Bergen County,NJ,Single Family Residential,"$425,000.00",4.94%,"$490,000.00",5.38%,$240.46,4.57%,$263.71,0.95%,498,25.44%,267,51.70%,1172,55.64%,7,-100.00%,133,-1400.00%,97.72%,-0.75%,7.83%,0.53%,22.64%,4.49%,21.35%,5.44%
2016-03-01,2016-03-31,Bergen County,NJ,Townhouse,"$585,000.00",-11.36%,"$490,000.00",5.38%,$268.69,0.92%,$263.71,0.95%,53,51.43%,23,228.57%,122,48.78%,7,-260.00%,163,-800.00%,98.69%,-0.69%,3.77%,-1.94%,24.51%,5.17%,21.74%,21.74%
2016-04-01,2016-04-30,Bergen County,NJ,All Residential,"$420,000.00",3.45%,"$539,450.00",10.09%,$243.40,1.92%,$274.90,4.24%,694,-4.80%,473,24.80%,1668,0.24%,8,110.00%,141,-200.00%,97.07%,-0.48%,4.90%,-1.69%,21.39%,-0.81%,16.28%,-3.51%
2016-04-01,2016-04-30,Bergen County,NJ,Condo,"$270,000.00",13.45%,"$539,450.00",10.09%,$257.29,-2.17%,$274.90,4.24%,135,7.14%,77,26.23%,292,9.36%,8,0.00%,129,-3900.00%,99.44%,2.16%,2.22%,-0.16%,22.60%,-1.07%,11.69%,-4.71%
2016-04-01,2016-04-30,Bergen County,NJ,Multi-Family (2-4 Unit),"$400,000.00",9.59%,"$539,450.00",10.09%,$190.30,2.09%,$274.90,4.24%,58,7.41%,35,25.00%,124,20.39%,8,-10.00%,144,-1600.00%,98.01%,2.06%,1.72%,-5.68%,17.02%,1.67%,14.29%,3.57%
2016-04-01,2016-04-30,Bergen County,NJ,Single Family Residential,"$455,000.00",7.06%,"$539,450.00",10.09%,$245.30,2.01%,$274.90,4.24%,470,-5.62%,345,29.21%,1164,-0.68%,8,130.00%,139,600.00%,96.62%,-1.10%,6.38%,-1.45%,21.70%,-0.94%,17.68%,-3.67%
2016-04-01,2016-04-30,Bergen County,NJ,Townhouse,"$615,000.00",5.13%,"$539,450.00",10.09%,$278.35,3.60%,$274.90,4.24%,33,-37.74%,16,-30.43%,88,-27.87%,13,560.00%,166,300.00%,96.22%,-2.47%,0.00%,-3.77%,22.55%,-1.96%,12.50%,-9.24%
2016-05-01,2016-05-31,Bergen County,NJ,All Residential,"$435,000.00",3.57%,"$539,000.00",-0.08%,$252.98,3.93%,$276.40,0.55%,861,24.06%,542,14.59%,1482,-11.15%,7,-150.00%,101,-4000.00%,97.04%,-0.02%,6.74%,1.84%,23.77%,2.38%,11.62%,-4.66%
2016-05-01,2016-05-31,Bergen County,NJ,Condo,"$250,000.00",-7.41%,"$539,000.00",-0.08%,$256.56,-0.29%,$276.40,0.55%,141,4.44%,80,3.90%,213,-27.05%,8,-30.00%,113,-1600.00%,93.96%,-5.48%,0.71%,-1.51%,24.01%,1.41%,6.25%,-5.44%
2016-05-01,2016-05-31,Bergen County,NJ,Multi-Family (2-4 Unit),"$393,750.00",-1.56%,"$539,000.00",-0.08%,$193.58,1.72%,$276.40,0.55%,75,29.31%,23,-34.29%,115,-7.26%,6,-140.00%,131,-1300.00%,93.26%,-4.75%,8.00%,6.28%,19.84%,2.82%,13.04%,-1.24%
2016-05-01,2016-05-31,Bergen County,NJ,Single Family Residential,"$460,000.00",1.10%,"$539,000.00",-0.08%,$257.79,5.09%,$276.40,0.55%,588,25.11%,404,17.10%,1053,-9.54%,7,-150.00%,95,-4400.00%,97.98%,1.36%,8.67%,2.29%,24.57%,2.87%,12.62%,-5.06%
2016-05-01,2016-05-31,Bergen County,NJ,Townhouse,"$540,000.00",-12.20%,"$539,000.00",-0.08%,$260.50,-6.41%,$276.40,0.55%,57,72.73%,35,118.75%,101,14.77%,7,-540.00%,111,-5500.00%,95.52%,-0.70%,0.00%,0.00%,22.54%,-0.01%,11.43%,-1.07%
2016-06-01,2016-06-30,Bergen County,NJ,All Residential,"$450,000.00",3.45%,"$504,900.00",-6.33%,$251.79,-0.47%,$269.31,-2.57%,1112,29.15%,587,8.30%,1376,-7.15%,5,-170.00%,100,-100.00%,97.68%,0.63%,6.12%,-0.62%,27.46%,3.68%,9.03%,-2.59%
2016-06-01,2016-06-30,Bergen County,NJ,Condo,"$255,000.00",2.00%,"$504,900.00",-6.33%,$260.30,1.46%,$269.31,-2.57%,167,18.44%,82,2.50%,235,10.33%,6,-130.00%,111,-200.00%,95.86%,1.90%,0.00%,-0.71%,25.11%,1.10%,6.10%,-0.15%
2016-06-01,2016-06-30,Bergen County,NJ,Multi-Family (2-4 Unit),"$428,470.00",8.82%,"$504,900.00",-6.33%,$191.86,-0.89%,$269.31,-2.57%,63,-16.00%,43,86.96%,110,-4.35%,8,130.00%,94,-3700.00%,97.68%,4.42%,4.76%,-3.24%,19.17%,-0.67%,6.98%,-6.07%
2016-06-01,2016-06-30,Bergen County,NJ,Single Family Residential,"$465,000.00",1.09%,"$504,900.00",-6.33%,$252.81,-1.93%,$269.31,-2.57%,816,38.78%,428,5.94%,952,-9.59%,5,-210.00%,97,200.00%,97.84%,-0.14%,7.84%,-0.83%,28.71%,4.14%,10.05%,-2.58%
2016-06-01,2016-06-30,Bergen County,NJ,Townhouse,"$502,500.00",-6.94%,"$504,900.00",-6.33%,$275.31,5.69%,$269.31,-2.57%,68,19.30%,34,-2.86%,79,-21.78%,6,-170.00%,117,600.00%,97.97%,2.46%,1.47%,1.47%,33.02%,10.47%,5.88%,-5.55%
2016-07-01,2016-07-31,Bergen County,NJ,All Residential,"$465,000.00",3.33%,"$478,245.00",-5.28%,$254.71,1.16%,$269.54,0.09%,1013,-8.90%,493,-16.01%,1114,-19.04%,6,40.00%,106,600.00%,97.50%,-0.18%,7.50%,1.39%,24.91%,-2.55%,7.10%,-1.93%
2016-07-01,2016-07-31,Bergen County,NJ,Condo,"$285,000.00",11.76%,"$478,245.00",-5.28%,$267.34,2.71%,$269.54,0.09%,148,-11.38%,74,-9.76%,191,-18.72%,7,70.00%,107,-400.00%,95.96%,0.10%,1.35%,1.35%,23.24%,-1.87%,5.41%,-0.69%
2016-07-01,2016-07-31,Bergen County,NJ,Multi-Family (2-4 Unit),"$412,500.00",-3.73%,"$478,245.00",-5.28%,$195.15,1.71%,$269.54,0.09%,63,0.00%,47,9.30%,93,-15.45%,8,0.00%,93,-100.00%,96.31%,-1.37%,6.35%,1.59%,15.11%,-4.06%,14.89%,7.92%
2016-07-01,2016-07-31,Bergen County,NJ,Single Family Residential,"$490,000.00",5.38%,"$478,245.00",-5.28%,$257.76,1.96%,$269.54,0.09%,744,-8.82%,354,-17.29%,752,-21.01%,5,30.00%,103,600.00%,97.84%,-0.00%,9.41%,1.57%,26.53%,-2.19%,6.50%,-3.55%
2016-07-01,2016-07-31,Bergen County,NJ,Townhouse,"$575,000.00",14.43%,"$478,245.00",-5.28%,$272.37,-1.07%,$269.54,0.09%,59,-13.24%,18,-47.06%,78,-1.27%,7,90.00%,122,500.00%,95.01%,-2.96%,0.00%,-1.47%,26.68%,-6.33%,5.56%,-0.33%
2016-08-01,2016-08-31,Bergen County,NJ,All Residential,"$462,500.00",-0.54%,"$454,500.00",-4.97%,$261.63,2.72%,$249.07,-7.59%,1123,10.86%,553,12.17%,1033,-7.27%,5,-100.00%,100,-600.00%,97.59%,0.09%,5.16%,-2.34%,25.85%,0.95%,9.76%,2.67%
2016-08-01,2016-08-31,Bergen County,NJ,Condo,"$270,000.00",-5.26%,"$454,500.00",-4.97%,$282.10,5.52%,$249.07,-7.59%,159,7.43%,83,12.16%,211,10.47%,6,-80.00%,122,1500.00%,94.60%,-1.35%,0.63%,-0.72%,22.65%,-0.58%,9.64%,4.23%
2016-08-01,2016-08-31,Bergen County,NJ,Multi-Family (2-4 Unit),"$402,500.00",-2.42%,"$454,500.00",-4.97%,$205.32,5.21%,$249.07,-7.59%,80,26.98%,34,-27.66%,111,19.35%,6,-150.00%,106,1300.00%,99.41%,3.10%,5.00%,-1.35%,21.66%,6.55%,8.82%,-6.07%
2016-08-01,2016-08-31,Bergen County,NJ,Single Family Residential,"$486,350.00",-0.74%,"$454,500.00",-4.97%,$263.15,2.09%,$249.07,-7.59%,830,11.56%,407,14.97%,644,-14.36%,4,-100.00%,96,-700.00%,97.39%,-0.45%,6.14%,-3.26%,27.58%,1.05%,9.34%,2.84%
2016-08-01,2016-08-31,Bergen County,NJ,Townhouse,"$487,500.00",-15.22%,"$454,500.00",-4.97%,$276.02,1.34%,$249.07,-7.59%,54,-8.47%,29,61.11%,67,-14.10%,7,30.00%,123,100.00%,115.86%,20.84%,3.70%,3.70%,27.36%,0.68%,17.24%,11.69%
2016-09-01,2016-09-30,Bergen County,NJ,All Residential,"$450,000.00",-2.70%,"$500,000.00",10.01%,$252.66,-3.43%,$267.17,7.27%,921,-17.99%,403,-27.12%,1138,10.16%,6,100.00%,113,1300.00%,96.90%,-0.69%,4.45%,-0.71%,25.51%,-0.35%,10.42%,0.66%
2016-09-01,2016-09-30,Bergen County,NJ,Condo,"$294,250.00",8.98%,"$500,000.00",10.01%,$281.64,-0.16%,$267.17,7.27%,149,-6.29%,64,-22.89%,196,-7.11%,7,30.00%,127,500.00%,94.69%,0.09%,0.67%,0.04%,23.61%,0.96%,12.50%,2.86%
2016-09-01,2016-09-30,Bergen County,NJ,Multi-Family (2-4 Unit),"$435,000.00",8.07%,"$500,000.00",10.01%,$207.33,0.98%,$267.17,7.27%,84,5.00%,36,5.88%,91,-18.02%,5,-60.00%,112,600.00%,95.60%,-3.81%,4.76%,-0.24%,17.43%,-4.23%,11.11%,2.29%
2016-09-01,2016-09-30,Bergen County,NJ,Single Family Residential,"$475,000.00",-2.33%,"$500,000.00",10.01%,$255.16,-3.04%,$267.17,7.27%,625,-24.70%,275,-32.43%,762,18.32%,5,140.00%,112,1600.00%,97.48%,0.09%,5.60%,-0.54%,27.20%,-0.38%,9.45%,0.12%
2016-09-01,2016-09-30,Bergen County,NJ,Townhouse,"$470,000.00",-3.59%,"$500,000.00",10.01%,$239.23,-13.33%,$267.17,7.27%,64,18.52%,28,-3.45%,89,32.84%,6,-120.00%,129,600.00%,95.86%,-19.99%,1.56%,-2.14%,29.87%,2.51%,14.29%,-2.96%
2016-10-01,2016-10-31,Bergen County,NJ,All Residential,"$423,650.00",-5.86%,"$469,000.00",-6.20%,$244.78,-3.12%,$261.95,-1.95%,857,-6.95%,440,9.18%,919,-19.24%,6,0.00%,119,600.00%,96.27%,-0.63%,5.37%,0.92%,23.64%,-1.87%,10.91%,0.49%
2016-10-01,2016-10-31,Bergen County,NJ,Condo,"$287,000.00",-2.46%,"$469,000.00",-6.20%,$282.57,0.33%,$261.95,-1.95%,150,0.67%,82,28.12%,169,-13.78%,6,-60.00%,125,-200.00%,94.91%,0.21%,0.67%,-0.00%,22.63%,-0.97%,10.98%,-1.52%
