Start Date,End Date,County,State,Property Type,Median Sale Price,Median Sale Price MoM,Median List Price,Median List Price MoM,Median Price per Sqft,Median Price per Sqft MoM,Median List Price per Sqft,Median List Price per Sqft MoM,Homes Sold,Homes Sold MoM,Pending Sales,Pending Sales MoM,New Listings,New Listings MoM,Months of Supply,Months of Supply MoM,Median Days on Market,Median Days on Market MoM,Average Sale to List,Average Sale to List MoM,Sold Above List,Sold Above List MoM,Price Drops,Price Drops MoM,Off Market in Two Weeks,Off Market in Two Weeks MoM
2023-03-01,2023-03-31,Hudson County,NJ,Townhouse,"$675,000.00",42.11%,"$640,000.00",0.08%,$353.37,1.26%,$441.72,-7.33%,7,75.00%,12,100.00%,22,175.00%,3,-20.00%,58,1100.00%,98.51%,-1.54%,28.57%,-21.43%,8.70%,1.55%,41.67%,25.00%
2023-04-01,2023-04-30,Hudson County,NJ,All Residential,"$612,500.00",2.34%,"$659,000.00",2.97%,$410.89,-0.25%,$500.50,13.31%,349,-6.68%,368,11.52%,493,-19.31%,3,20.00%,55,-1400.00%,99.15%,0.34%,32.95%,1.40%,11.12%,0.73%,31.52%,0.92%
2023-04-01,2023-04-30,Hudson County,NJ,Condo,"$577,000.00",2.58%,"$659,000.00",2.97%,$536.23,-0.77%,$500.50,13.31%,218,-0.91%,232,8.41%,305,-15.04%,3,0.00%,49,-1400.00%,99.31%,0.00%,33.49%,3.03%,10.69%,0.06%,34.05%,2.28%
2023-04-01,2023-04-30,Hudson County,NJ,Multi-Family (2-4 Unit),"$700,000.00",1.45%,"$659,000.00",2.97%,$298.07,-0.46%,$500.50,13.31%,69,-25.81%,80,23.08%,114,-5.00%,4,100.00%,86,1000.00%,97.51%,-0.26%,24.64%,-5.47%,8.56%,-0.45%,21.25%,-0.29%
2023-04-01,2023-04-30,Hudson County,NJ,Single Family Residential,"$517,500.00",5.61%,"$659,000.00",2.97%,$327.38,-0.61%,$500.50,13.31%,58,7.41%,44,12.82%,64,-41.82%,3,-30.00%,84,800.00%,100.02%,1.45%,37.93%,-0.96%,16.98%,4.14%,31.82%,-4.08%
2023-04-01,2023-04-30,Hudson County,NJ,Townhouse,"$450,000.00",-33.33%,"$659,000.00",2.97%,$430.17,21.73%,$500.50,13.31%,5,-28.57%,12,0.00%,10,-54.55%,3,30.00%,14,-4400.00%,104.37%,5.87%,60.00%,31.43%,22.22%,13.53%,50.00%,8.33%
2023-05-01,2023-05-31,Hudson County,NJ,All Residential,"$625,000.00",2.04%,"$677,000.00",2.73%,$406.50,-1.07%,$442.00,-11.69%,398,14.04%,441,19.84%,566,14.81%,3,-60.00%,45,-1000.00%,99.89%,0.74%,41.21%,8.25%,13.34%,2.22%,33.56%,2.04%
2023-05-01,2023-05-31,Hudson County,NJ,Condo,"$617,500.00",7.02%,"$677,000.00",2.73%,$562.84,4.96%,$442.00,-11.69%,234,7.34%,266,14.66%,320,4.92%,2,-40.00%,36,-1300.00%,100.03%,0.72%,38.89%,5.40%,13.86%,3.17%,34.59%,0.53%
2023-05-01,2023-05-31,Hudson County,NJ,Multi-Family (2-4 Unit),"$680,000.00",-2.86%,"$677,000.00",2.73%,$307.44,3.14%,$442.00,-11.69%,82,18.84%,93,16.25%,138,21.05%,4,-70.00%,67,-1900.00%,100.39%,2.87%,46.34%,21.70%,10.06%,1.50%,30.11%,8.86%
2023-05-01,2023-05-31,Hudson County,NJ,Single Family Residential,"$540,000.00",4.35%,"$677,000.00",2.73%,$331.75,1.33%,$442.00,-11.69%,73,25.86%,74,68.18%,94,46.88%,2,-90.00%,60,-2400.00%,98.87%,-1.16%,42.47%,4.53%,16.91%,-0.07%,33.78%,1.97%
2023-05-01,2023-05-31,Hudson County,NJ,Townhouse,"$540,000.00",20.00%,"$677,000.00",2.73%,$316.17,-26.50%,$442.00,-11.69%,9,80.00%,8,-33.33%,14,40.00%,2,-90.00%,18,400.00%,99.88%,-4.50%,44.44%,-15.56%,20.83%,-1.39%,37.50%,-12.50%
2023-06-01,2023-06-30,Hudson County,NJ,All Residential,"$625,000.00",0.00%,"$669,900.00",-1.05%,$460.41,13.26%,$429.09,-2.92%,460,15.58%,404,-8.39%,556,-1.77%,2,-40.00%,40,-500.00%,100.25%,0.36%,42.83%,1.62%,13.44%,0.10%,28.22%,-5.34%
2023-06-01,2023-06-30,Hudson County,NJ,Condo,"$597,650.00",-3.21%,"$669,900.00",-1.05%,$623.40,10.76%,$429.09,-2.92%,276,17.95%,246,-7.52%,307,-4.06%,2,-50.00%,28,-800.00%,100.23%,0.20%,40.94%,2.05%,14.26%,0.40%,31.30%,-3.29%
2023-06-01,2023-06-30,Hudson County,NJ,Multi-Family (2-4 Unit),"$699,500.00",2.87%,"$669,900.00",-1.05%,$300.21,-2.35%,$429.09,-2.92%,102,24.39%,89,-4.30%,158,14.49%,3,-60.00%,76,900.00%,99.38%,-1.00%,41.18%,-5.16%,11.43%,1.37%,23.60%,-6.51%
2023-06-01,2023-06-30,Hudson County,NJ,Single Family Residential,"$530,000.00",-1.85%,"$669,900.00",-1.05%,$333.48,0.52%,$429.09,-2.92%,68,-6.85%,57,-22.97%,76,-19.15%,2,10.00%,49,-1100.00%,101.19%,2.32%,51.47%,9.00%,17.86%,0.95%,21.05%,-12.73%
2023-06-01,2023-06-30,Hudson County,NJ,Townhouse,"$715,000.00",32.41%,"$669,900.00",-1.05%,$383.59,21.32%,$429.09,-2.92%,14,55.56%,12,50.00%,15,7.14%,1,-100.00%,21,300.00%,102.24%,2.36%,50.00%,5.56%,4.17%,-16.67%,33.33%,-4.17%
2023-07-01,2023-07-31,Hudson County,NJ,All Residential,"$650,000.00",4.00%,"$649,950.00",-2.98%,$456.00,-0.96%,$467.88,9.04%,370,-19.57%,354,-12.38%,499,-10.25%,3,70.00%,35,-500.00%,100.81%,0.56%,45.68%,2.85%,12.03%,-1.40%,26.84%,-1.38%
2023-07-01,2023-07-31,Hudson County,NJ,Condo,"$617,500.00",3.32%,"$649,950.00",-2.98%,$589.67,-5.41%,$467.88,9.04%,214,-22.46%,227,-7.72%,310,0.98%,3,80.00%,25,-300.00%,100.73%,0.50%,42.99%,2.05%,11.87%,-2.40%,29.96%,-1.34%
2023-07-01,2023-07-31,Hudson County,NJ,Multi-Family (2-4 Unit),"$768,500.00",9.86%,"$649,950.00",-2.98%,$310.46,3.41%,$467.88,9.04%,76,-25.49%,75,-15.73%,123,-22.15%,4,130.00%,49,-2700.00%,101.37%,1.99%,51.32%,10.14%,11.24%,-0.19%,21.33%,-2.26%
2023-07-01,2023-07-31,Hudson County,NJ,Single Family Residential,"$588,000.00",10.94%,"$649,950.00",-2.98%,$357.14,7.09%,$467.88,9.04%,68,0.00%,47,-17.54%,58,-23.68%,2,-20.00%,57,800.00%,100.07%,-1.12%,45.59%,-5.88%,17.13%,-0.73%,21.28%,0.22%
2023-07-01,2023-07-31,Hudson County,NJ,Townhouse,"$748,500.00",4.69%,"$649,950.00",-2.98%,$457.89,19.37%,$467.88,9.04%,12,-14.29%,5,-58.33%,8,-46.67%,2,60.00%,27,600.00%,102.96%,0.72%,58.33%,8.33%,14.81%,10.65%,20.00%,-13.33%
2023-08-01,2023-08-31,Hudson County,NJ,All Residential,"$650,000.00",0.00%,"$649,000.00",-0.15%,$455.39,-0.13%,$411.11,-12.13%,391,5.68%,378,6.78%,472,-5.41%,3,-30.00%,42,700.00%,100.52%,-0.29%,42.71%,-2.96%,11.65%,-0.38%,27.78%,0.94%
2023-08-01,2023-08-31,Hudson County,NJ,Condo,"$615,000.00",-0.40%,"$649,000.00",-0.15%,$600.76,1.88%,$411.11,-12.13%,235,9.81%,228,0.44%,245,-20.97%,2,-50.00%,33,800.00%,100.39%,-0.34%,42.55%,-0.44%,10.08%,-1.79%,26.32%,-3.64%
2023-08-01,2023-08-31,Hudson County,NJ,Multi-Family (2-4 Unit),"$702,500.00",-8.59%,"$649,000.00",-0.15%,$327.41,5.46%,$411.11,-12.13%,91,19.74%,87,16.00%,126,2.44%,3,-80.00%,52,300.00%,100.92%,-0.46%,45.05%,-6.26%,10.73%,-0.50%,24.14%,2.80%
2023-08-01,2023-08-31,Hudson County,NJ,Single Family Residential,"$560,000.00",-4.76%,"$649,000.00",-0.15%,$339.43,-4.96%,$411.11,-12.13%,51,-25.00%,49,4.26%,87,50.00%,3,100.00%,38,-1900.00%,100.42%,0.35%,37.25%,-8.33%,18.85%,1.72%,38.78%,17.50%
2023-08-01,2023-08-31,Hudson County,NJ,Townhouse,"$715,000.00",-4.48%,"$649,000.00",-0.15%,$374.17,-18.28%,$411.11,-12.13%,14,16.67%,14,180.00%,14,75.00%,1,-70.00%,49,2200.00%,100.51%,-2.45%,50.00%,-8.33%,17.39%,2.58%,35.71%,15.71%
2023-09-01,2023-09-30,Hudson County,NJ,All Residential,"$650,000.00",0.00%,"$699,000.00",7.70%,$479.22,5.23%,$492.53,19.80%,387,-1.02%,298,-21.16%,525,11.23%,3,10.00%,39,-300.00%,100.60%,0.08%,41.86%,-0.85%,10.56%,-1.09%,28.86%,1.08%
2023-09-01,2023-09-30,Hudson County,NJ,Condo,"$630,000.00",2.44%,"$699,000.00",7.70%,$652.15,8.55%,$492.53,19.80%,232,-1.28%,168,-26.32%,307,25.31%,2,20.00%,32,-100.00%,100.26%,-0.13%,35.78%,-6.78%,9.79%,-0.29%,29.76%,3.45%
2023-09-01,2023-09-30,Hudson County,NJ,Multi-Family (2-4 Unit),"$750,000.00",6.76%,"$699,000.00",7.70%,$332.86,1.66%,$492.53,19.80%,84,-7.69%,77,-11.49%,132,4.76%,4,50.00%,51,-100.00%,101.54%,0.62%,55.95%,10.90%,9.56%,-1.17%,28.57%,4.43%
2023-09-01,2023-09-30,Hudson County,NJ,Single Family Residential,"$575,000.00",2.68%,"$699,000.00",7.70%,$388.36,14.42%,$492.53,19.80%,63,23.53%,46,-6.12%,76,-12.64%,3,-60.00%,43,500.00%,100.85%,0.43%,47.62%,10.36%,17.44%,-1.41%,21.74%,-17.04%
2023-09-01,2023-09-30,Hudson County,NJ,Townhouse,"$557,500.00",-22.03%,"$699,000.00",7.70%,$334.13,-10.70%,$492.53,19.80%,8,-42.86%,7,-50.00%,10,-28.57%,3,150.00%,86,3700.00%,98.68%,-1.83%,25.00%,-25.00%,12.00%,-5.39%,57.14%,21.43%
2023-10-01,2023-10-31,Hudson County,NJ,All Residential,"$646,250.00",-0.58%,"$699,000.00",0.00%,$442.59,-7.65%,$477.75,-3.00%,358,-7.49%,325,9.06%,465,-11.43%,3,30.00%,43,400.00%,99.92%,-0.68%,36.03%,-5.83%,12.97%,2.41%,24.62%,-4.24%
2023-10-01,2023-10-31,Hudson County,NJ,Condo,"$570,000.00",-9.52%,"$699,000.00",0.00%,$568.99,-12.75%,$477.75,-3.00%,201,-13.36%,193,14.88%,247,-19.54%,3,30.00%,36,400.00%,99.76%,-0.50%,31.84%,-3.94%,16.20%,6.41%,25.39%,-4.37%
2023-10-01,2023-10-31,Hudson County,NJ,Multi-Family (2-4 Unit),"$775,000.00",3.33%,"$699,000.00",0.00%,$342.24,2.82%,$477.75,-3.00%,85,1.19%,78,1.30%,131,-0.76%,4,0.00%,52,100.00%,100.37%,-1.17%,41.18%,-14.78%,8.33%,-1.23%,20.51%,-8.06%
2023-10-01,2023-10-31,Hudson County,NJ,Single Family Residential,"$530,770.00",-7.69%,"$699,000.00",0.00%,$369.20,-4.93%,$477.75,-3.00%,65,3.17%,53,15.22%,79,3.95%,3,-10.00%,53,1000.00%,99.69%,-1.16%,40.00%,-7.62%,15.23%,-2.21%,28.30%,6.56%
2023-10-01,2023-10-31,Hudson County,NJ,Townhouse,"$555,000.00",-0.45%,"$699,000.00",0.00%,$327.45,-2.00%,$477.75,-3.00%,7,-12.50%,1,-85.71%,8,-20.00%,4,150.00%,26,-6000.00%,101.41%,2.73%,57.14%,32.14%,6.25%,-5.75%,0.00%,-57.14%
2023-11-01,2023-11-30,Hudson County,NJ,All Residential,"$625,000.00",-3.29%,"$675,000.00",-3.43%,$436.43,-1.39%,$422.02,-11.67%,317,-11.45%,316,-2.77%,365,-21.51%,3,20.00%,44,100.00%,100.92%,1.00%,43.53%,7.50%,11.89%,-1.08%,20.89%,-3.73%
2023-11-01,2023-11-30,Hudson County,NJ,Condo,"$560,000.00",-1.75%,"$675,000.00",-3.43%,$542.36,-4.68%,$422.02,-11.67%,181,-9.95%,168,-12.95%,178,-27.94%,3,10.00%,38,200.00%,100.33%,0.58%,37.02%,5.18%,13.47%,-2.74%,17.26%,-8.13%
2023-11-01,2023-11-30,Hudson County,NJ,Multi-Family (2-4 Unit),"$719,000.00",-7.23%,"$675,000.00",-3.43%,$331.77,-3.06%,$422.02,-11.67%,73,-14.12%,87,11.54%,107,-18.32%,4,40.00%,61,900.00%,101.70%,1.33%,58.90%,17.73%,10.29%,1.95%,25.29%,4.77%
2023-11-01,2023-11-30,Hudson County,NJ,Single Family Residential,"$530,000.00",-0.15%,"$675,000.00",-3.43%,$360.24,-2.43%,$422.02,-11.67%,58,-10.77%,55,3.77%,75,-5.06%,3,50.00%,49,-400.00%,102.09%,2.40%,48.28%,8.28%,12.25%,-2.97%,25.45%,-2.85%
2023-11-01,2023-11-30,Hudson County,NJ,Townhouse,"$1,099,000.00",98.02%,"$675,000.00",-3.43%,$469.46,43.37%,$422.02,-11.67%,5,-28.57%,6,500.00%,5,-37.50%,5,120.00%,73,4700.00%,97.85%,-3.56%,0.00%,-57.14%,20.69%,14.44%,16.67%,16.67%
2023-12-01,2023-12-31,Hudson County,NJ,All Residential,"$661,000.00",5.76%,"$659,400.00",-2.31%,$455.84,4.45%,$454.81,7.77%,311,-1.89%,283,-10.44%,251,-31.23%,3,-50.00%,50,600.00%,99.97%,-0.95%,42.12%,-1.41%,7.00%,-4.89%,20.49%,-0.39%
2023-12-01,2023-12-31,Hudson County,NJ,Condo,"$624,750.00",11.56%,"$659,400.00",-2.31%,$685.40,26.37%,$454.81,7.77%,164,-9.39%,145,-13.69%,151,-15.17%,3,-10.00%,48,1000.00%,99.95%,-0.38%,37.20%,0.18%,6.13%,-7.34%,20.69%,3.43%
2023-12-01,2023-12-31,Hudson County,NJ,Multi-Family (2-4 Unit),"$735,000.00",2.23%,"$659,400.00",-2.31%,$341.35,2.89%,$454.81,7.77%,89,21.92%,82,-5.75%,59,-44.86%,3,-160.00%,60,-100.00%,99.80%,-1.91%,46.07%,-12.84%,5.21%,-5.08%,21.95%,-3.34%
2023-12-01,2023-12-31,Hudson County,NJ,Single Family Residential,"$550,000.00",3.77%,"$659,400.00",-2.31%,$424.42,17.81%,$454.81,7.77%,52,-10.34%,51,-7.27%,35,-53.33%,3,-30.00%,35,-1400.00%,100.05%,-2.04%,50.00%,1.72%,15.06%,2.81%,17.65%,-7.81%
2023-12-01,2023-12-31,Hudson County,NJ,Townhouse,"$641,000.00",-41.67%,"$659,400.00",-2.31%,$433.66,-7.63%,$454.81,7.77%,6,20.00%,5,-16.67%,6,20.00%,4,-180.00%,100,2700.00%,102.36%,4.51%,50.00%,50.00%,0.00%,0.00%,20.00%,3.33%
2024-01-01,2024-01-31,Hudson County,NJ,All Residential,"$665,000.00",0.61%,"$689,000.00",4.49%,$416.34,-8.67%,$503.36,10.67%,277,-10.93%,253,-10.60%,440,75.30%,3,50.00%,46,-400.00%,99.69%,-0.28%,38.27%,-3.86%,9.87%,2.87%,30.04%,9.54%
2024-01-01,2024-01-31,Hudson County,NJ,Condo,"$582,000.00",-6.84%,"$689,000.00",4.49%,$534.63,-22.00%,$503.36,10.67%,145,-11.59%,146,0.69%,254,68.21%,3,70.00%,40,-800.00%,99.63%,-0.32%,33.10%,-4.09%,9.12%,2.99%,31.51%,10.82%
2024-01-01,2024-01-31,Hudson County,NJ,Multi-Family (2-4 Unit),"$725,000.00",-1.36%,"$689,000.00",4.49%,$308.04,-9.76%,$503.36,10.67%,78,-12.36%,66,-19.51%,116,96.61%,3,40.00%,46,-1400.00%,99.73%,-0.06%,41.03%,-5.04%,10.83%,5.62%,33.33%,11.38%
2024-01-01,2024-01-31,Hudson County,NJ,Single Family Residential,"$537,000.00",-2.36%,"$689,000.00",4.49%,$370.74,-12.65%,$503.36,10.67%,51,-1.92%,36,-29.41%,63,80.00%,3,-20.00%,64,2900.00%,99.44%,-0.61%,43.14%,-6.86%,13.55%,-1.51%,19.44%,1.80%
2024-01-01,2024-01-31,Hudson County,NJ,Townhouse,"$650,000.00",1.40%,"$689,000.00",4.49%,$374.78,-13.58%,$503.36,10.67%,4,-33.33%,5,0.00%,7,16.67%,5,130.00%,49,-5100.00%,104.31%,1.95%,100.00%,50.00%,0.00%,0.00%,20.00%,0.00%
2024-02-01,2024-02-29,Hudson County,NJ,All Residential,"$685,624.50",3.10%,"$675,000.00",-2.03%,$432.26,3.82%,$524.11,4.12%,274,-1.08%,335,32.41%,510,15.91%,3,0.00%,57,1100.00%,99.36%,-0.33%,32.85%,-5.42%,10.19%,0.31%,32.54%,2.50%
2024-02-01,2024-02-29,Hudson County,NJ,Condo,"$610,000.00",4.81%,"$675,000.00",-2.03%,$618.47,15.68%,$524.11,4.12%,130,-10.34%,199,36.30%,313,23.23%,4,60.00%,50,1000.00%,99.16%,-0.47%,27.69%,-5.41%,11.43%,2.31%,37.19%,5.68%
2024-02-01,2024-02-29,Hudson County,NJ,Multi-Family (2-4 Unit),"$750,000.00",3.45%,"$675,000.00",-2.03%,$328.83,6.75%,$524.11,4.12%,88,12.82%,94,42.42%,119,2.59%,2,-70.00%,62,1600.00%,99.93%,0.20%,39.77%,-1.25%,9.45%,-1.38%,27.66%,-5.67%
2024-02-01,2024-02-29,Hudson County,NJ,Single Family Residential,"$657,500.00",22.44%,"$675,000.00",-2.03%,$400.79,8.11%,$524.11,4.12%,46,-9.80%,39,8.33%,67,6.35%,3,40.00%,76,1200.00%,98.96%,-0.48%,41.30%,-1.83%,8.97%,-4.57%,23.08%,3.63%
2024-02-01,2024-02-29,Hudson County,NJ,Townhouse,"$722,500.00",11.15%,"$675,000.00",-2.03%,$395.60,5.56%,$524.11,4.12%,10,150.00%,3,-40.00%,11,57.14%,2,-280.00%,78,2900.00%,98.84%,-5.46%,0.00%,-100.00%,12.00%,0.00%,0.00%,-20.00%
2024-03-01,2024-03-31,Hudson County,NJ,All Residential,"$679,950.00",-0.83%,"$699,949.50",3.70%,$488.69,13.05%,$498.31,-4.92%,332,21.17%,407,21.49%,508,-0.39%,2,-80.00%,49,-800.00%,100.14%,0.78%,41.27%,8.42%,10.88%,0.70%,38.08%,5.55%
2024-03-01,2024-03-31,Hudson County,NJ,Condo,"$600,000.00",-1.64%,"$699,949.50",3.70%,$654.57,5.84%,$498.31,-4.92%,188,44.62%,237,19.10%,302,-3.51%,3,-150.00%,43,-700.00%,100.19%,1.03%,38.30%,10.61%,11.58%,0.15%,40.51%,3.32%
2024-03-01,2024-03-31,Hudson County,NJ,Multi-Family (2-4 Unit),"$752,000.00",0.27%,"$699,949.50",3.70%,$333.18,1.32%,$498.31,-4.92%,81,-7.95%,100,6.38%,132,10.92%,3,10.00%,50,-1200.00%,101.15%,1.21%,50.62%,10.84%,8.20%,-1.25%,36.00%,8.34%
2024-03-01,2024-03-31,Hudson County,NJ,Single Family Residential,"$637,500.00",-3.04%,"$699,949.50",3.70%,$406.76,1.49%,$498.31,-4.92%,54,17.39%,57,46.15%,62,-7.46%,2,-80.00%,58,-1800.00%,98.41%,-0.55%,37.04%,-4.27%,16.67%,7.69%,33.33%,10.26%
2024-03-01,2024-03-31,Hudson County,NJ,Townhouse,"$690,000.00",-4.50%,"$699,949.50",3.70%,$358.80,-9.30%,$498.31,-4.92%,9,-10.00%,13,333.33%,12,9.09%,2,-10.00%,76,-200.00%,100.31%,1.47%,44.44%,44.44%,18.18%,6.18%,30.77%,30.77%
2024-04-01,2024-04-30,Hudson County,NJ,All Residential,"$649,630.00",-4.46%,"$689,000.00",-1.56%,$459.70,-5.93%,$497.61,-0.14%,371,11.75%,405,-0.49%,653,28.54%,3,10.00%,42,-700.00%,100.62%,0.48%,41.78%,0.51%,12.44%,1.56%,41.73%,3.64%
2024-04-01,2024-04-30,Hudson County,NJ,Condo,"$585,000.00",-2.50%,"$689,000.00",-1.56%,$610.71,-6.70%,$497.61,-0.14%,209,11.17%,255,7.59%,403,33.44%,3,10.00%,42,-100.00%,99.86%,-0.34%,33.97%,-4.33%,15.64%,4.07%,42.75%,2.24%
2024-04-01,2024-04-30,Hudson County,NJ,Multi-Family (2-4 Unit),"$750,000.00",-0.27%,"$689,000.00",-1.56%,$345.12,3.58%,$497.61,-0.14%,89,9.88%,88,-12.00%,154,16.67%,3,20.00%,38,-1200.00%,102.31%,1.16%,56.18%,5.56%,6.64%,-1.55%,39.77%,3.77%
2024-04-01,2024-04-30,Hudson County,NJ,Single Family Residential,"$542,500.00",-14.90%,"$689,000.00",-1.56%,$387.67,-4.70%,$497.61,-0.14%,64,18.52%,51,-10.53%,86,38.71%,2,-20.00%,60,200.00%,100.68%,2.27%,40.62%,3.59%,9.80%,-6.86%,41.18%,7.84%
2024-04-01,2024-04-30,Hudson County,NJ,Townhouse,"$652,000.00",-5.51%,"$689,000.00",-1.56%,$368.88,2.81%,$497.61,-0.14%,9,0.00%,11,-15.38%,10,-16.67%,2,-40.00%,25,-5100.00%,101.49%,1.18%,88.89%,44.44%,16.67%,-1.52%,36.36%,5.59%
2015-05-01,2015-05-31,Morris County,NJ,All Residential,"$415,000.00",,"$434,888.50",,$212.22,,$214.35,,471,,614,,1101,,6,,47,,97.15%,,16.14%,,22.69%,0.00%,25.41%,
2015-05-01,2015-05-31,Morris County,NJ,Condo,"$282,450.00",,"$434,888.50",,$230.73,,$214.35,,6,,14,,19,,12,,84,,97.84%,,0.00%,,20.00%,0.00%,14.29%,
2015-05-01,2015-05-31,Morris County,NJ,Multi-Family (2-4 Unit),"$370,000.00",,"$434,888.50",,$174.49,,$214.35,,7,,3,,12,,8,,0,,96.91%,,14.29%,,20.00%,0.00%,33.33%,
2015-05-01,2015-05-31,Morris County,NJ,Single Family Residential,"$420,000.00",,"$434,888.50",,$213.45,,$214.35,,461,,587,,1044,,6,,47,,97.14%,,16.27%,,23.08%,0.00%,25.72%,
2015-05-01,2015-05-31,Morris County,NJ,Townhouse,"$346,500.00",,"$434,888.50",,$249.06,,$214.35,,6,,10,,26,,17,,32,,97.56%,,0.00%,,18.10%,0.00%,20.00%,
2015-06-01,2015-06-30,Morris County,NJ,All Residential,"$425,000.00",2.41%,"$429,000.00",-1.35%,$218.88,3.14%,$220.39,2.82%,733,55.63%,503,-18.08%,888,-19.35%,4,-230.00%,40,-700.00%,97.23%,0.08%,15.96%,-0.17%,25.76%,3.07%,16.90%,-8.51%
2015-06-01,2015-06-30,Morris County,NJ,Condo,"$256,000.00",-9.36%,"$429,000.00",-1.35%,$214.13,-7.19%,$220.39,2.82%,9,50.00%,9,-35.71%,17,-10.53%,8,-430.00%,38,-4600.00%,96.44%,-1.40%,0.00%,0.00%,21.62%,1.62%,11.11%,-3.17%
2015-06-01,2015-06-30,Morris County,NJ,Multi-Family (2-4 Unit),"$300,000.00",-18.92%,"$429,000.00",-1.35%,$131.15,-24.84%,$220.39,2.82%,4,-42.86%,10,233.33%,24,100.00%,17,870.00%,38,,93.40%,-3.51%,0.00%,-14.29%,13.04%,-6.96%,50.00%,16.67%
2015-06-01,2015-06-30,Morris County,NJ,Single Family Residential,"$430,000.00",2.38%,"$429,000.00",-1.35%,$219.34,2.76%,$220.39,2.82%,719,55.97%,471,-19.76%,819,-21.55%,4,-210.00%,40,-700.00%,97.27%,0.12%,16.27%,0.00%,26.26%,3.18%,16.56%,-9.16%
2015-06-01,2015-06-30,Morris County,NJ,Townhouse,"$357,500.00",3.17%,"$429,000.00",-1.35%,$219.16,-12.01%,$220.39,2.82%,8,33.33%,13,30.00%,28,7.69%,13,-420.00%,63,3100.00%,96.62%,-0.95%,12.50%,12.50%,30.19%,12.09%,7.69%,-12.31%
2015-07-01,2015-07-31,Morris County,NJ,All Residential,"$425,000.00",0.00%,"$399,000.00",-6.99%,$217.01,-0.85%,$208.71,-5.30%,741,1.09%,516,2.58%,733,-17.45%,4,-10.00%,44,400.00%,97.55%,0.32%,18.62%,2.66%,25.18%,-0.58%,16.09%,-0.81%
2015-07-01,2015-07-31,Morris County,NJ,Condo,"$297,500.00",16.21%,"$399,000.00",-6.99%,$238.83,11.54%,$208.71,-5.30%,12,33.33%,3,-66.67%,21,23.53%,7,-90.00%,53,1500.00%,97.59%,1.15%,8.33%,8.33%,26.14%,4.51%,33.33%,22.22%
2015-07-01,2015-07-31,Morris County,NJ,Multi-Family (2-4 Unit),"$325,000.00",8.33%,"$399,000.00",-6.99%,$116.40,-11.24%,$208.71,-5.30%,13,225.00%,6,-40.00%,6,-75.00%,4,-1270.00%,38,0.00%,94.59%,1.19%,23.08%,23.08%,13.33%,0.29%,0.00%,-50.00%
2015-07-01,2015-07-31,Morris County,NJ,Single Family Residential,"$435,000.00",1.16%,"$399,000.00",-6.99%,$218.61,-0.33%,$208.71,-5.30%,714,-0.70%,491,4.25%,691,-15.63%,4,-10.00%,44,400.00%,97.61%,0.34%,18.77%,2.49%,25.44%,-0.83%,16.29%,-0.27%
2015-07-01,2015-07-31,Morris County,NJ,Townhouse,"$452,500.00",26.57%,"$399,000.00",-6.99%,$209.97,-4.19%,$208.71,-5.30%,2,-75.00%,16,23.08%,15,-46.43%,46,3270.00%,122,5900.00%,96.19%,-0.43%,0.00%,-12.50%,30.43%,0.25%,12.50%,4.81%
2015-08-01,2015-08-31,Morris County,NJ,All Residential,"$425,000.00",0.00%,"$369,900.00",-7.29%,$213.76,-1.50%,$214.47,2.76%,641,-13.50%,361,-30.04%,619,-15.55%,4,50.00%,49,500.00%,97.12%,-0.43%,15.29%,-3.33%,20.09%,-5.10%,19.11%,3.03%
2015-08-01,2015-08-31,Morris County,NJ,Condo,"$287,500.00",-3.36%,"$369,900.00",-7.29%,$252.86,5.88%,$214.47,2.76%,4,-66.67%,8,166.67%,25,19.05%,21,1450.00%,42,-1100.00%,94.67%,-2.91%,0.00%,-8.33%,20.69%,-5.45%,0.00%,-33.33%
2015-08-01,2015-08-31,Morris County,NJ,Multi-Family (2-4 Unit),"$337,500.00",3.85%,"$369,900.00",-7.29%,$117.72,1.13%,$214.47,2.76%,9,-30.77%,2,-66.67%,14,133.33%,7,250.00%,30,-800.00%,93.84%,-0.75%,11.11%,-11.97%,14.06%,0.73%,0.00%,0.00%
2015-08-01,2015-08-31,Morris County,NJ,Single Family Residential,"$429,000.00",-1.38%,"$369,900.00",-7.29%,$215.56,-1.39%,$214.47,2.76%,623,-12.75%,346,-29.53%,566,-18.09%,4,40.00%,49,500.00%,97.19%,-0.42%,15.57%,-3.20%,19.85%,-5.58%,19.94%,3.65%
2015-08-01,2015-08-31,Morris County,NJ,Townhouse,"$361,950.00",-20.01%,"$369,900.00",-7.29%,$219.05,4.32%,$214.47,2.76%,6,200.00%,5,-68.75%,14,-6.67%,15,-3100.00%,55,-6700.00%,96.55%,0.36%,0.00%,0.00%,32.22%,1.79%,0.00%,-12.50%
2015-09-01,2015-09-30,Morris County,NJ,All Residential,"$390,000.00",-8.24%,"$422,000.00",14.08%,$208.33,-2.54%,$215.93,0.68%,521,-18.72%,336,-6.93%,746,20.52%,5,110.00%,65,1600.00%,97.06%,-0.07%,13.24%,-2.04%,25.45%,5.36%,18.45%,-0.66%
2015-09-01,2015-09-30,Morris County,NJ,Condo,"$240,000.00",-16.52%,"$422,000.00",14.08%,$225.56,-10.80%,$215.93,0.68%,3,-25.00%,11,37.50%,19,-24.00%,30,850.00%,32,-1000.00%,97.11%,2.44%,0.00%,0.00%,17.58%,-3.11%,0.00%,0.00%
